adres,afgifte_type,bestand,co2,energielabel,ep1_beng1,ep2_beng2,ep3_beng3,gebouwtype,pad,tapwater_toestel,tapwater_type,tojuli,ventilatie_systeem,ventilatie_variant,verwarming_rendement,verwarming_type
"Weerterbos 22, 2134 HL Hoofddorp_",VERW-AFG_TYPE_AFG_RAD,"Weerterbos 22, 2134 HL Hoofddorp__2025-10-21.uniec3",,B,"96,29","172,79","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Weerterbos 22, 2134 HL Hoofddorp, Nederland/Opname/Van adviseur/Weerterbos 22, 2134 HL Hoofddorp__2025-10-21.uniec3",Intergas Xtreme 36,TAPW-OPWEK_TYPE_12,"0,84",24,VARIANT_D1,"0,950",VERW-OPWEK_TYPE_H
"Jacob van Lennepstraat 33-3A, 1053HB Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Jacob van Lennepstraat 33-3A, 1053HB Amsterdam_2025-08-04.uniec3",,C,"101,81","195,37","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Jacob van Lennepstraat 33-3a, 1053 HB Amsterdam/Opname/Van adviseur/Jacob van Lennepstraat 33-3A, 1053HB Amsterdam_2025-08-04.uniec3",Intergas Kombi Kompakt HRE 24/18,TAPW-OPWEK_TYPE_12,"1,25",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Charlotte van Montpensierlaan 8, 1181 RR Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Charlotte van Montpensierlaan 8, 1181 RR Amstelveen_2025-06-26.uniec3",,D,"192,97","269,81","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Charlotte van Montpensierlaan 8, 1181 RR Amstelveen/Opname/Van adviseur/Charlotte van Montpensierlaan 8, 1181 RR Amstelveen_2025-06-26.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,01",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Hannie Schaftstraat 153, 2135 KC Hoofddorp_",VERW-AFG_TYPE_AFG_RAD,"Hannie Schaftstraat 153, 2135 KC Hoofddorp__2025-09-18.uniec3",,A,"83,61","134,53","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hannie Schaftstraat 153, 2135 KC Hoofddorp, Nederland/Opname/Van adviseur/Hannie Schaftstraat 153, 2135 KC Hoofddorp__2025-09-18.uniec3",Nefit Proline NxT HRC24 CW4,TAPW-OPWEK_TYPE_12,"1,25",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Hazelaarstraat 15, 2404 VR Alphen aan den Rijn_",VERW-AFG_TYPE_AFG_RAD,"Hazelaarstraat 15, 2404 VR Alphen aan den Rijn__2025-05-23.uniec3",,D,"215,52","286,15","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hazelaarstraat 15, 2404 VR Alphen aan den Rijn/Opname/Van adviseur/Hazelaarstraat 15, 2404 VR Alphen aan den Rijn__2025-05-23.uniec3",Remeha Avanta 28c,TAPW-OPWEK_TYPE_12,"1,85",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Boegspriet 14, 1186 WX Amstelveen_",VERW-AFG_TYPE_AFG_RAD,"Boegspriet 14, 1186 WX Amstelveen__2025-07-29.uniec3",,A+,"119,92","83,05","58,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Boegspriet 14, 1186 WX Amstelveen/Opname/Van adviseur/Boegspriet 14, 1186 WX Amstelveen__2025-07-29.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"5,35",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Newtonstraat 22, 1171 XH Badhoevedorp_",VERW-AFG_TYPE_AFG_RAD,"Newtonstraat 22, 1171 XH Badhoevedorp__2025-05-26.uniec3",,F,"251,23","358,37","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Newtonstraat 22, 1171 XH Badhoevedorp/Opname/Van adviseur/Newtonstraat 22, 1171 XH Badhoevedorp__2025-05-26.uniec3",HR(-107) ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"4,08",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Bos en Vaartlaan 30, 1181 AB Amstelveen_",VERW-AFG_TYPE_AFG_RAD,"Bos en Vaartlaan 30, 1181 AB Amstelveen__2025-08-11.uniec3",,A,"115,63","106,41","44,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Bos en Vaartlaan 30, 1181 AB Amstelveen/Opname/Van adviseur/Bos en Vaartlaan 30, 1181 AB Amstelveen__2025-08-11.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,76",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Flakkeestraat 24, 1181 CJ Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Flakkeestraat 24, 1181 CJ Amstelveen_2025-10-12.uniec3",,C,"186,68","236,43","7,9",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Flakkeestraat 24, 1181 CJ Amstelveen, Nederland/Opname/Van adviseur/Flakkeestraat 24, 1181 CJ Amstelveen_2025-10-12.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,99",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Flakkeestraat 24, 1181 CJ Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Flakkeestraat 24, 1181 CJ Amstelveen_2025-10-12 (1).uniec3",,C,"186,68","236,43","7,9",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Flakkeestraat 24, 1181 CJ Amstelveen, Nederland/Opname/Van adviseur/Flakkeestraat 24, 1181 CJ Amstelveen_2025-10-12 (1).uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,99",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Burgemeester Hogguerstraat 509, 1064 EB Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Burgemeester Hogguerstraat 509, 1064 EB Amsterdam__2025-07-03.uniec3",,A,"104,45","158,02","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Burgemeester Hogguerstraat 509, 1064 EB Amsterdam/Opname/Van adviseur/Burgemeester Hogguerstraat 509, 1064 EB Amsterdam__2025-07-03.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"1,99",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Meerkoetla"Mercuriusstraat 15, 1431 XC Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Mercuriusstraat 15, 1431 XC Aalsmeer_2025-12-09.uniec3",5304,C,"158,86","222,13","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Mercuriusstraat 15, 1431 XC Aalsmeer, Nederland/Opname/Van adviseur/Mercuriusstraat 15, 1431 XC Aalsmeer_2025-12-09.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"0,88",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Marshallsingel 31, 1187 LG Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Marshallsingel 31, 1187 LG Amstelveen_2025-04-17.uniec3",,A,"82,27","125,97","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Marshallsingel 31, 1187 LG Amstelveen/Opname/Van adviseur/Marshallsingel 31, 1187 LG Amstelveen_2025-04-17.uniec3",Atag i36EC,TAPW-OPWEK_TYPE_12,"4,29",9,VARIANT_C1,"0,975",VERW-OPWEK_TYPE_H
"Groenhof 389, 1186GN Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Groenhof 389, 1186GN Amstelveen_2025-10-13.uniec3",,A,"73,17","156,92","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Groenhof 389, 1186 GM Amstelveen, Nederland/Opname/Van adviseur/Groenhof 389, 1186GN Amstelveen_2025-10-13.uniec3",HR(-107) ketel,TAPW-OPWEK_TYPE_12,"1,29",9,VARIANT_C1,"0,900",VERW-OPWEK_TYPE_H
"Vliehors 23, 2134 XM Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Vliehors 23, 2134 XM Hoofddorp_2025-07-01.uniec3",,A,"79,97","134,65","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Vliehors 23, 2134 XM Hoofddorp/Opname/Van adviseur/Vliehors 23, 2134 XM Hoofddorp_2025-07-01.uniec3",Nefit Trendline HRC25 CW4,TAPW-OPWEK_TYPE_12,"1,67",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Burgemeester Hogguerstraat 1017, 1064 EB Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Burgemeester Hogguerstraat 1017, 1064 EB Amsterdam__2025-07-03.uniec3",,B,"109,67","164,26","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Burgemeester Hogguerstraat 1017, 1064 EC Amsterdam/Opname/Van adviseur/Burgemeester Hogguerstraat 1017, 1064 EB Amsterdam__2025-07-03.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"1,76",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Keverberg 49, 1082 BD Amsterdam",VERW-AFG_TYPE_AFG_VLV,"Keverberg 49, 1082 BD Amsterdam_2025-12-09.uniec3",1910,A++,"135,35","52,92","70,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Keverberg 49, 1082 BD Amsterdam, Nederland/Opname/Van adviseur/Keverberg 49, 1082 BD Amsterdam_2025-12-09.uniec3",Intergas Kombi Kompakt HReco 36,TAPW-OPWEK_TYPE_12,"2,76",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Geerland 53, 1433 JN Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Geerland 53, 1433 JN Kudelstaart_2025-10-13.uniec3",,A,"135,82","155,90","23,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Geerland 53, 1433 JN Kudelstaart, Nederland/Opname/Van adviseur/Geerland 53, 1433 JN Kudelstaart_2025-10-13.uniec3",Nefit Trendline HRC30 CW 6 II met QuickLoad voorraadboiler,TAPW-OPWEK_TYPE_12,"1,36",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Newtonstraat 50, 1171 XH Badhoevedorp",VERW-AFG_TYPE_AFG_VLV,"Newtonstraat 50, 1171 XH Badhoevedorp_2025-05-23.uniec3",,D,"194,36","269,61","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Newtonstraat 50, 1171 XH Badhoevedorp/Opname/Van adviseur/Newtonstraat 50, 1171 XH Badhoevedorp_2025-05-23.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,68",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Leidsekruisstraat 19-3, Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Leidsekruisstraat 19-3, Amsterdam_2025-11-05.uniec3",,C,"132,76","231,36","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Leidsekruisstraat 19-3, Amsterdam, Nederland/Opname/Van adviseur/Leidsekruisstraat 19-3, Amsterdam_2025-11-05.uniec3",Bosch (Nefit) 24 HRC Compact 3,TAPW-OPWEK_TYPE_12,"2,77",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Lindholm 139, 2133 CP Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Lindholm 139, 2133 CP Hoofddorp_2025-05-15.uniec3",,A,"102,68","146,46","12,2",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Lindholm 139, 2133 CP Hoofddorp/Opname/Van adviseur/Lindholm 139, 2133 CP Hoofddorp_2025-05-15.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"0,34",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Herman de Manlaan 35, 1187 WK Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Herman de Manlaan 35, 1187 WK Amstelveen_2025-12-13.uniec3",2985,A,"109,32","129,62","19,5",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Herman de Manlaan 35, 1187 WK Amstelveen, Nederland/Opname/Van adviseur/Herman de Manlaan 35, 1187 WK Amstelveen_2025-12-13.uniec3",Vaillant VHR 30/36CS/1-5 (N-NL) ecoTEC plus,TAPW-OPWEK_TYPE_12,"5,00",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Van Boshuizenstraat 15, 1083 AR Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Van Boshuizenstraat 15, 1083 AR Amsterdam_2025-09-15.uniec3",,D,"118,72","275,82","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Van Boshuizenstraat 15, 1083 AR Amsterdam, Nederland/Opname/Van adviseur/Van Boshuizenstraat 15, 1083 AR Amsterdam_2025-09-15.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,37",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Sarabande 21, 2152 TC Nieuw-Vennep",VERW-AFG_TYPE_AFG_VLV,"Sarabande 21, 2152 TC Nieuw-Vennep_2025-12-14.uniec3",1914,A+,"74,23","92,97","32,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Sarabande 21, 2152 TC Nieuw-Vennep, Nederland/Opname/Van adviseur/Sarabande 21, 2152 TC Nieuw-Vennep_2025-12-14.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"0,54",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Vespuccistraat 103-H, 1056 RM Amsterdam__",VERW-AFG_TYPE_AFG_RAD,"Vespuccistraat 103-H, 1056 RM Amsterdam___2025-04-09.uniec3",,A,"146,65","105,84","55,7",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Vespuccistraat 103, 1056 RM Amsterdam/Opname/Van adviseur/Vespuccistraat 103-H, 1056 RM Amsterdam___2025-04-09.uniec3",Remeha Avanta 28c,TAPW-OPWEK_TYPE_12,"0,87",9,VARIANT_C1,"0,900",VERW-OPWEK_TYPE_H
"Tiengemeten 197, 1181 CT Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Tiengemeten 197, 1181 CT Amstelveen_2025-08-14.uniec3",,B,"124,66","184,79","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Tiengemeten 197, 1181 CS Amstelveen/Opname/Van adviseur/Tiengemeten 197, 1181 CT Amstelveen_2025-08-14.uniec3",Vaillant MAG NL 14-0/0 XI L,TAPW-OPWEK_TYPE_14,"2,49",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Elzenlaantje 3, 1431 JG Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Elzenlaantje 3, 1431 JG Aalsmeer_2025-07-29.uniec3",,E,"218,51","292,75","9,5",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Elzenlaantje 3, 1431 JG Aalsmeer/Opname/Van adviseur/Elzenlaantje 3, 1431 JG Aalsmeer_2025-07-29.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,92",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Graan voor Visch 15510, 2132 EN Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Graan voor Visch 15510, 2132 EN Hoofddorp_2025-08-21.uniec3",,A,"117,68","155,53","12,2",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Graan voor Visch 15510, 2132 EN Hoofddorp/Opname/Van adviseur/Graan voor Visch 15510, 2132 EN Hoofddorp_2025-08-21.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,55",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Kastanjelaan 4, 1185"Herman de Manlaan 35, 1187 WK Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Herman de Manlaan 35, 1187 WK Amstelveen_2025-12-13.uniec3",2985,A,"109,32","129,62","19,5",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Herman de Manlaan 35, 1187 WK Amstelveen, Nederland/Opname/Van adviseur/Herman de Manlaan 35, 1187 WK Amstelveen_2025-12-13.uniec3",Vaillant VHR 30/36CS/1-5 (N-NL) ec"Goudsbloemstraat 203D, 1015 JN Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Goudsbloemstraat 203D, 1015 JN Amsterdam_2025-07-09.uniec3",,B,"105,70","181,02","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Goudsbloemstraat 203C, 1015 JN Amsterdam/Opname/Van adviseur/Goudsbloemstraat 203D, 1015 JN Amsterdam_2025-07-09.uniec3",Intergas Kombi Kompakt HRE 24/18 A,TAPW-OPWEK_TYPE_12,"1,23",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Achterdijk 34B, 1441 DH Purmerend",VERW-AFG_TYPE_AFG_RAD,"Achterdijk 34B, 1441 DH Purmerend_2025-12-13.uniec3",2316,A,"89,51","149,31","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Achterdijk 34B, 1441 DH Purmerend, Nederland/Opname/Van adviseur/Achterdijk 34B, 1441 DH Purmerend_2025-12-13.uniec3",Vaillant VHR NL 25-30/5-5,TAPW-OPWEK_TYPE_12,"2,23",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Gedempte Raamgracht 67A-1, 2011 WH Haarlem",VERW-AFG_TYPE_AFG_RAD,"Gedempte Raamgracht 67A-1, 2011 WH Haarlem_2025-09-22.uniec3",,A+,"146,26","100,45","56,3",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Gedempte Raamgracht 67A-1, 2011 WH Haarlem/Opname/Van adviseur/Gedempte Raamgracht 67A-1, 2011 WH Haarlem_2025-09-22.uniec3",Remeha Tzerra M 24C Plus CCS,TAPW-OPWEK_TYPE_12,"1,42",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Rozenoord 117, 1181 MD Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Rozenoord 117, 1181 MD Amstelveen_2025-10-15.uniec3",,C,"131,59","228,87","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Rozenoord 117, 1181 MD Amstelveen, Nederland/Opname/Van adviseur/Rozenoord 117, 1181 MD Amstelveen_2025-10-15.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,55",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Geraniumstraat 86, 1431 SV Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Geraniumstraat 86, 1431 SV Aalsmeer_2025-09-02.uniec3",,B,"89,23","179,23","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Geraniumstraat 86, 1431 SV Aalsmeer, Nederland/Opname/Van adviseur/Geraniumstraat 86, 1431 SV Aalsmeer_2025-09-02.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,47",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Roosje Vosplantsoen 46, 2135 NM Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Roosje Vosplantsoen 46, 2135 NM Hoofddorp_2025-10-16.uniec3",,B,"112,09","172,54","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Roosje Vosplantsoen 46, 2135 NM Hoofddorp, Nederland/Opname/Van adviseur/Roosje Vosplantsoen 46, 2135 NM Hoofddorp_2025-10-16.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,20",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Willem Elsschotsingel 13, 2182 ZS Hillegom",VERW-AFG_TYPE_AFG_LV,"Willem Elsschotsingel 13, 2182 ZS Hillegom_2025-05-11.uniec3",,B,"99,72","167,43","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Willem Elsschotsingel 13, 2182 ZS Hillegom/Opname/Van adviseur/Willem Elsschotsingel 13, 2182 ZS Hillegom_2025-05-11.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"0,93",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_L
"Briljantstraat 346, 2403 AG Alphen aan den Rijn",VERW-AFG_TYPE_AFG_RAD,"Briljantstraat 346, 2403 AG Alphen aan den Rijn_2025-12-17.uniec3",3038,B,"107,34","183,95","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Briljantstraat 346, 2403 AG Alphen aan den Rijn, Nederland/Opname/Van adviseur/Briljantstraat 346, 2403 AG Alphen aan den Rijn_2025-12-17.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,41",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Wattstraat 11, 1171 BR Badhoevedorp",VERW-AFG_TYPE_AFG_RAD,"Wattstraat 11, 1171 BR Badhoevedorp_2025-11-24.uniec3",,C,"162,75","228,08","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wattstraat 11, 1171 BR Badhoevedorp, Nederland/Opname/Van adviseur/Wattstraat 11, 1171 BR Badhoevedorp_2025-11-24.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,62",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Kleverparkweg 1B, 2023CA Haarlem",VERW-AFG_TYPE_AFG_STR,"Kleverparkweg 1B, 2023CA Haarlem_2025-05-22.uniec3",,D,"246,52","287,53","18,2",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Kleverparkweg 1B, 2023CA Haarlem/Opname/Van adviseur/Kleverparkweg 1B, 2023CA Haarlem_2025-05-22.uniec3",Remeha Tzerra Ace 28c - niet meer leverbaar,TAPW-OPWEK_TYPE_12,"2,89",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Markerkade 14, 1441 ZB Purmerend",VERW-AFG_TYPE_AFG_RAD,"Markerkade 14, 1441 ZB Purmerend_2025-12-13.uniec3",1987,A,"119,90","146,45","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Markerkade 14, 1441 ZB Purmerend, Nederland/Opname/Van adviseur/Markerkade 14, 1441 ZB Purmerend_2025-12-13.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"1,59",9,VARIANT_C1,,VERW-OPWEK_TYPE_C
"Graaf Aelbrechtlaan 6, 1181 SW Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Graaf Aelbrechtlaan 6, 1181 SW Amstelveen_2025-06-08.uniec3",,B,"154,10","174,11","19,8",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Graaf Aelbrechtlaan 6, 1181 SW Amstelveen/Opname/Van adviseur/Graaf Aelbrechtlaan 6, 1181 SW Amstelveen_2025-06-08.uniec3",Remeha Calenta Ace 40C,TAPW-OPWEK_TYPE_12,"1,86",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Linnaeuslaan 16, 1431JV Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Linnaeuslaan 16, 1431JV Aalsmeer_2025-06-05.uniec3",,C,"162,47","217,05","5,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Linnaeuslaan 16, 1431 JV Aalsmeer/Opname/Van adviseur/Linnaeuslaan 16, 1431JV Aalsmeer_2025-06-05.uniec3",HR(-107) ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"1,67",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Schotlandstraat 326, 2034 LK Haarlem",VERW-AFG_TYPE_AFG_RAD,"Schotlandstraat 326, 2034 LK Haarlem_2025-09-11.uniec3",,D,"176,75","280,93","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Schotlandstraat 326, 2034 LK Haarlem, Nederland/Opname/Van adviseur/Schotlandstraat 326, 2034 LK Haarlem_2025-09-11.uniec3",badgeiser met Gaskeur CW,TAPW-OPWEK_TYPE_14,"1,82",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Boterdiepstraat 24, 1079 Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Boterdiepstraat 24, 1079 Amsterdam_2025-09-21.uniec3",,D,"159,39","269,44","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Boterdiepstraat 24, 1079 Amsterdam, Nederland/Opname/Van adviseur/Boterdiepstraat 24, 1079 Amsterdam_2025-09-21.uniec3",Remeha Avanta 28c,TAPW-OPWEK_TYPE_12,"1,38",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Joke Smitstraat 75, 2135 JE Hoofddorp",VERW-AFG_TYPE_AFG_VLV,"Joke Smitstraat 75, 2135 JE Hoofddorp_2025-12-02.uniec3",3324,A,"82,93","138,58","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Joke Smitstraat 75, 2135 JE Hoofddorp, Nederland/Opname/Van adviseur/Joke Smitstraat 75, 2135 JE Hoofddorp_2025-12-02.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,19",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Jupiterstraat 20, 1431XB Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Jupiterstraat 20, 1431XB Aalsmeer_2025-10-06.uniec3",,B,"129,35","161,58","13,3",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Jupiterstraat 20, 1431 XB Aalsmeer, Nederland/Opname/Van adviseur/Jupiterstraat 20, 1431XB Aalsmeer_2025-10-06.uniec3",Nefit Proline NxT HRC30/CW5,TAPW-OPWEK_TYPE_12,"1,45",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
